,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Charlie Adam,sct SCO,MF,Blackpool,24,1985,35,34,"3,049",33.9,12,8,5,7,8,11,0,0.35,0.24,0.59,0.15,0.38,Matches,2010-2011
1,Emmanuel Adebayor,tg TOG,FW,Manchester City,26,1984,8,2,244,2.7,1,0,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00,Matches,2010-2011
2,Gabby Agbonlahor,eng ENG,"FW,MF",Aston Villa,23,1986,26,17,"1,602",17.8,3,1,3,0,0,3,0,0.17,0.06,0.22,0.17,0.22,Matches,2010-2011
3,Daniel Agger,dk DEN,DF,Liverpool,25,1984,16,12,"1,092",12.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
4,Yakubu Aiyegbeni,ng NGA,FW,Everton,27,1982,14,7,668,7.4,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matches,2010-2011
5,Marc Albrighton,eng ENG,"DF,FW",Aston Villa,20,1989,29,20,"1,799",20.0,5,4,5,0,0,3,0,0.25,0.20,0.45,0.25,0.45,Matches,2010-2011
6,Antolín Alcaraz,py PAR,DF,Wigan Athletic,28,1982,34,34,"3,029",33.7,1,1,1,0,0,7,1,0.03,0.03,0.06,0.03,0.06,Matches,2010-2011
7,Alex,br BRA,DF,Chelsea,28,1982,15,12,"1,109",12.3,2,0,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,2010-2011
8,Manuel Almunia,es ESP,GK,Arsenal,33,1977,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
9,Marcos Alonso,es ESP,"DF,MF",Bolton,19,1990,4,4,360,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
10,Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,18,1992,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
11,Shola Ameobi,ng NGA,FW,Newcastle Utd,28,1981,28,21,"1,752",19.5,6,3,4,2,2,2,0,0.31,0.15,0.46,0.21,0.36,Matches,2010-2011
12,Anderson,br BRA,MF,Manchester Utd,22,1988,18,14,"1,182",13.1,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,Matches,2010-2011
13,Keith Andrews,ie IRL,MF,Blackburn,29,1980,5,2,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
14,Nicolas Anelka,fr FRA,FW,Chelsea,31,1979,32,27,"2,356",26.2,6,4,6,0,0,0,0,0.23,0.15,0.38,0.23,0.38,Matches,2010-2011
15,Marcos Angeleri,ar ARG,DF,Sunderland,27,1983,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
16,Victor Anichebe,ng NGA,FW,Everton,22,1988,16,8,770,8.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
17,Andrey Arshavin,ru RUS,"FW,MF",Arsenal,29,1981,37,25,"2,187",24.3,6,11,5,1,1,1,0,0.25,0.45,0.70,0.21,0.66,Matches,2010-2011
18,Mikel Arteta,es ESP,MF,Everton,28,1982,29,29,"2,405",26.7,3,5,3,0,1,1,1,0.11,0.19,0.30,0.11,0.30,Matches,2010-2011
19,Benoît Assou-Ekotto,cm CMR,DF,Tottenham,26,1984,30,30,"2,569",28.5,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,2010-2011
20,Fábio Aurélio,br BRA,"DF,MF",Liverpool,30,1979,14,7,570,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
21,Demba Ba,sn SEN,FW,West Ham,25,1985,12,10,933,10.4,7,0,7,0,0,1,0,0.68,0.00,0.68,0.68,0.68,Matches,2010-2011
22,Ryan Babel,nl NED,"FW,MF",Liverpool,23,1986,9,1,203,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,2010-2011
23,Leighton Baines,eng ENG,DF,Everton,25,1984,38,38,"3,420",38.0,5,11,2,3,3,4,0,0.13,0.29,0.42,0.05,0.34,Matches,2010-2011
24,Chris Baird,nir NIR,"DF,MF",Fulham,28,1982,29,25,"2,383",26.5,2,1,2,0,0,5,0,0.08,0.04,0.11,0.08,0.11,Matches,2010-2011
26,Nathan Baker,eng ENG,DF,Aston Villa,19,1991,4,4,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
27,Gareth Bale,wls WAL,"FW,MF",Tottenham,21,1989,30,29,"2,447",27.2,7,1,7,0,0,1,0,0.26,0.04,0.29,0.26,0.29,Matches,2010-2011
28,Mario Balotelli,it ITA,FW,Manchester City,19,1990,17,12,"1,091",12.1,6,0,4,2,2,6,1,0.49,0.00,0.49,0.33,0.33,Matches,2010-2011
29,Barry Bannan,sct SCO,MF,Aston Villa,20,1989,12,7,639,7.1,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,2010-2011
30,Alex Baptiste,eng ENG,DF,Blackpool,24,1986,21,19,"1,731",19.2,2,0,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,2010-2011
31,Phil Bardsley,sct SCO,DF,Sunderland,25,1985,34,32,"2,820",31.3,3,1,3,0,0,5,0,0.10,0.03,0.13,0.10,0.13,Matches,2010-2011
32,Giles Barnes,jm JAM,"FW,MF",West Brom,21,1988,14,1,318,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
33,Pablo Barrera,mx MEX,"FW,MF",West Ham,23,1987,14,6,745,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
34,Gareth Barry,eng ENG,MF,Manchester City,29,1981,33,31,"2,702",30.0,2,2,2,0,0,8,0,0.07,0.07,0.13,0.07,0.13,Matches,2010-2011
35,Joey Barton,eng ENG,MF,Newcastle Utd,27,1982,32,32,"2,877",32.0,4,9,2,2,2,7,0,0.13,0.28,0.41,0.06,0.34,Matches,2010-2011
36,Chris Basham,eng ENG,"DF,MF",Blackpool,22,1988,2,1,121,1.3,0,1,0,0,0,1,0,0.00,0.74,0.74,0.00,0.74,Matches,2010-2011
37,Sébastien Bassong,cm CMR,DF,Tottenham,24,1986,12,7,828,9.2,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,2010-2011
38,Jose Baxter,eng ENG,"FW,MF",Everton,18,1992,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
39,James Beattie,eng ENG,FW,Blackpool,32,1978,9,5,433,4.8,0,3,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches,2010-2011
40,Jean Beausejour,cl CHI,"DF,FW",Birmingham City,26,1984,17,9,895,9.9,2,0,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,2010-2011
41,Bebé,cv CPV,"FW,MF",Manchester Utd,20,1990,2,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
42,Jermaine Beckford,jm JAM,FW,Everton,26,1983,32,14,"1,327",14.7,8,2,8,0,0,3,0,0.54,0.14,0.68,0.54,0.68,Matches,2010-2011
43,Roman Bednář,cz CZE,FW,West Brom,27,1983,4,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
44,Asmir Begović,ba BIH,GK,Stoke City,23,1987,28,28,"2,520",28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
45,Valon Behrami,ch SUI,"DF,MF",West Ham,25,1985,7,6,511,5.7,2,0,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,2010-2011
46,Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,23,1987,4,3,168,1.9,1,0,1,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches,2010-2011
47,Tal Ben Haim,il ISR,DF,West Ham,28,1982,8,8,712,7.9,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,2010-2011
48,Yossi Benayoun,il ISR,MF,Chelsea,30,1980,7,1,209,2.3,1,0,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,2010-2011
49,Nicklas Bendtner,dk DEN,FW,Arsenal,22,1988,17,3,511,5.7,2,1,2,0,0,2,0,0.35,0.18,0.53,0.35,0.53,Matches,2010-2011
50,Darren Bent,eng ENG,FW,Aston Villa,26,1984,16,16,"1,398",15.5,9,1,9,0,0,0,0,0.58,0.06,0.64,0.58,0.64,Matches,2010-2011
52,Darren Bent,eng ENG,FW,Sunderland,26,1984,20,20,"1,743",19.4,8,0,5,3,3,1,0,0.41,0.00,0.41,0.26,0.26,Matches,2010-2011
53,Marcus Bent,eng ENG,FW,Wolves,32,1978,3,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
54,David Bentley,eng ENG,MF,Tottenham,25,1984,2,1,103,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
55,David Bentley,eng ENG,MF,Birmingham City,25,1984,13,9,821,9.1,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,2010-2011
56,Dimitar Berbatov,bg BUL,FW,Manchester Utd,29,1981,32,24,"2,208",24.5,20,4,20,0,0,1,0,0.82,0.16,0.98,0.82,0.98,Matches,2010-2011
57,Christophe Berra,sct SCO,DF,Wolves,25,1985,32,31,"2,791",31.0,0,1,0,0,0,6,1,0.00,0.03,0.03,0.00,0.03,Matches,2010-2011
58,Ryan Bertrand,eng ENG,"DF,MF",Chelsea,20,1989,1,0,35,0.4,0,1,0,0,0,0,0,0.00,2.57,2.57,0.00,2.57,Matches,2010-2011
59,Leon Best,ie IRL,FW,Newcastle Utd,23,1986,11,9,741,8.2,6,0,6,0,0,0,0,0.73,0.00,0.73,0.73,0.73,Matches,2010-2011
60,Habib Beye,sn SEN,DF,Aston Villa,32,1977,3,2,182,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
61,Diniyar Bilyaletdinov,ru RUS,MF,Everton,25,1985,26,10,932,10.4,2,2,2,0,0,1,1,0.19,0.19,0.39,0.19,0.39,Matches,2010-2011
62,Mame Biram Diouf,sn SEN,"FW,MF",Blackburn,22,1987,26,17,"1,614",17.9,3,1,3,0,0,2,0,0.17,0.06,0.22,0.17,0.22,Matches,2010-2011
63,Robbie Blake,eng ENG,"FW,MF",Bolton,34,1976,8,0,47,0.5,1,0,1,0,0,0,0,1.91,0.00,1.91,1.91,1.91,Matches,2010-2011
64,Luís Boa Morte,pt POR,"FW,MF",West Ham,32,1977,22,19,"1,499",16.7,0,2,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,Matches,2010-2011
65,Jérôme Boateng,de GER,DF,Manchester City,21,1988,16,14,"1,238",13.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
66,Ruud Boffin,be BEL,GK,West Ham,22,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
67,Ádám Bogdán,hu HUN,GK,Bolton,22,1987,4,3,323,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
68,Mauro Boselli,ar ARG,FW,Wigan Athletic,25,1985,8,5,496,5.5,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
69,José Bosingwa,pt POR,DF,Chelsea,27,1982,20,13,"1,262",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
70,Lee Bowyer,eng ENG,MF,Birmingham City,33,1977,29,24,"2,042",22.7,4,1,4,0,0,7,0,0.18,0.04,0.22,0.18,0.22,Matches,2010-2011
71,Dedryck Boyata,be BEL,DF,Manchester City,19,1990,7,5,345,3.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
72,Emmerson Boyce,bb BRB,DF,Wigan Athletic,30,1979,22,20,"1,669",18.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
73,Michael Bradley,us USA,MF,Aston Villa,23,1987,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
74,Titus Bramble,eng ENG,DF,Sunderland,29,1981,23,22,"2,003",22.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
75,Wayne Bridge,eng ENG,DF,West Ham,29,1980,15,15,"1,348",15.0,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,2010-2011
76,Wayne Bridge,eng ENG,DF,Manchester City,29,1980,3,1,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
78,Matthew Briggs,gy GUY,DF,Fulham,19,1991,3,3,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
79,Wes Brown,eng ENG,DF,Manchester Utd,30,1979,7,4,429,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
80,Jeffrey Bruma,nl NED,DF,Chelsea,18,1991,2,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
81,Chris Brunt,nir NIR,"DF,MF",West Brom,25,1984,34,34,"3,010",33.4,4,9,2,2,3,9,0,0.12,0.27,0.39,0.06,0.33,Matches,2010-2011
82,Mark Bunn,eng ENG,GK,Blackburn,25,1984,3,2,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
83,Gary Cahill,eng ENG,DF,Bolton,24,1985,36,36,"3,214",35.7,3,0,3,0,0,7,1,0.08,0.00,0.08,0.08,0.08,Matches,2010-2011
84,Tim Cahill,au AUS,"FW,MF",Everton,30,1979,27,22,"2,016",22.4,9,3,9,0,0,4,0,0.40,0.13,0.54,0.40,0.54,Matches,2010-2011
85,Gary Caldwell,sct SCO,"DF,MF",Wigan Athletic,28,1982,23,23,"1,976",22.0,0,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05,Matches,2010-2011
86,Steven Caldwell,sct SCO,DF,Wigan Athletic,29,1980,10,8,815,9.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
87,DJ Campbell,eng ENG,FW,Blackpool,28,1981,31,30,"2,626",29.2,13,1,13,0,0,1,1,0.45,0.03,0.48,0.45,0.48,Matches,2010-2011
88,Fraizer Campbell,eng ENG,FW,Sunderland,22,1987,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
89,Sol Campbell,eng ENG,"DF,FW",Newcastle Utd,35,1974,7,4,408,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
90,John Carew,no NOR,FW,Stoke City,30,1979,10,7,615,6.8,1,1,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches,2010-2011
91,John Carew,no NOR,FW,Aston Villa,30,1979,10,6,538,6.0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
92,David Carney,au AUS,"DF,MF",Blackpool,26,1983,11,5,496,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
93,Stephen Carr,ie IRL,DF,Birmingham City,33,1976,38,38,"3,372",37.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
94,Jamie Carragher,eng ENG,"DF,MF",Liverpool,32,1978,28,28,"2,486",27.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
95,Michael Carrick,eng ENG,MF,Manchester Utd,29,1981,28,23,"1,972",21.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
96,Andy Carroll,eng ENG,FW,Liverpool,21,1989,7,5,445,4.9,2,0,2,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches,2010-2011
97,Andy Carroll,eng ENG,FW,Newcastle Utd,21,1989,19,18,"1,625",18.1,11,4,11,0,0,4,0,0.61,0.22,0.83,0.61,0.83,Matches,2010-2011
98,Scott Carson,eng ENG,GK,West Brom,24,1985,32,32,"2,880",32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
99,Craig Cathcart,nir NIR,DF,Blackpool,21,1989,30,28,"2,387",26.5,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,2010-2011
100,Lee Cattermole,eng ENG,MF,Sunderland,22,1988,23,22,"1,922",21.4,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
101,Marek Čech,sk SVK,DF,West Brom,27,1983,15,14,"1,216",13.5,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,2010-2011
102,Petr Čech,cz CZE,GK,Chelsea,28,1982,38,38,"3,420",38.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,2010-2011
104,Marouane Chamakh,ma MAR,FW,Arsenal,26,1984,29,18,"1,845",20.5,7,4,7,0,0,5,0,0.34,0.20,0.54,0.34,0.54,Matches,2010-2011
105,Pascal Chimbonda,fr FRA,DF,Blackburn,31,1979,6,3,365,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
106,Lee Chung-yong,kr KOR,"FW,MF",Bolton,22,1988,31,25,"2,185",24.3,3,6,3,0,0,1,0,0.12,0.25,0.37,0.12,0.37,Matches,2010-2011
107,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,20,1989,19,16,"1,569",17.4,3,0,3,0,0,9,0,0.17,0.00,0.17,0.17,0.17,Matches,2010-2011
108,Tom Cleverley,eng ENG,MF,Wigan Athletic,20,1989,25,19,"1,637",18.2,4,2,4,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches,2010-2011
109,Gaël Clichy,fr FRA,DF,Arsenal,25,1985,33,33,"2,970",33.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,2010-2011
110,Tamir Cohen,il ISR,MF,Bolton,26,1984,8,3,326,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches,2010-2011
111,Jack Colback,eng ENG,MF,Sunderland,20,1989,11,6,589,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
112,Ashley Cole,eng ENG,DF,Chelsea,29,1980,38,38,"3,385",37.6,0,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,2010-2011
113,Carlton Cole,eng ENG,FW,West Ham,26,1983,35,21,"2,120",23.6,5,2,5,0,1,4,0,0.21,0.08,0.30,0.21,0.30,Matches,2010-2011
114,Joe Cole,eng ENG,MF,Liverpool,28,1981,20,9,801,8.9,2,1,2,0,0,1,1,0.22,0.11,0.34,0.22,0.34,Matches,2010-2011
115,Séamus Coleman,ie IRL,"DF,MF",Everton,21,1988,34,25,"2,258",25.1,4,1,4,0,0,5,1,0.16,0.04,0.20,0.16,0.20,Matches,2010-2011
116,Danny Collins,wls WAL,DF,Stoke City,29,1980,25,23,"2,030",22.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
117,James Collins,wls WAL,DF,Aston Villa,26,1983,32,31,"2,854",31.7,3,0,3,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,2010-2011
118,Jack Collison,wls WAL,MF,West Ham,21,1988,3,2,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
119,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,28,1982,35,35,"3,081",34.2,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches,2010-2011
120,Jordan Cook,eng ENG,FW,Sunderland,20,1990,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
121,Vedran Ćorluka,hr CRO,DF,Tottenham,24,1986,15,13,"1,163",12.9,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,2010-2011
122,Manuel da Costa,ma MAR,DF,West Ham,24,1986,16,14,"1,293",14.4,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,2010-2011
123,Simon Cox,ie IRL,FW,West Brom,23,1987,19,8,772,8.6,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,2010-2011
124,Jody Craddock,eng ENG,"DF,MF",Wolves,35,1975,15,14,"1,175",13.1,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,2010-2011
125,Stephen Crainey,sct SCO,DF,Blackpool,29,1981,31,31,"2,746",30.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
126,Peter Crouch,eng ENG,FW,Tottenham,29,1981,34,20,"1,945",21.6,4,6,4,0,0,0,0,0.19,0.28,0.46,0.19,0.46,Matches,2010-2011
127,Carlo Cudicini,it ITA,GK,Tottenham,36,1973,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
128,Carlos Cuéllar,es ESP,DF,Aston Villa,28,1981,12,10,894,9.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
130,Scott Dann,eng ENG,DF,Birmingham City,23,1987,20,20,"1,800",20.0,2,1,2,0,0,4,0,0.10,0.05,0.15,0.10,0.15,Matches,2010-2011
131,Curtis Davies,eng ENG,DF,Birmingham City,25,1985,6,2,338,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
132,Kevin Davies,eng ENG,FW,Bolton,33,1977,38,38,"3,382",37.6,8,5,4,4,5,10,0,0.21,0.13,0.35,0.11,0.24,Matches,2010-2011
133,Mark Davies,eng ENG,MF,Bolton,22,1988,24,9,985,10.9,1,3,1,0,0,4,1,0.09,0.27,0.37,0.09,0.37,Matches,2010-2011
134,Simon Davies,wls WAL,MF,Fulham,30,1979,30,25,"2,211",24.6,4,4,4,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches,2010-2011
135,Michael Dawson,eng ENG,DF,Tottenham,26,1983,24,24,"2,160",24.0,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,2010-2011
136,Jermain Defoe,eng ENG,FW,Tottenham,27,1982,22,16,"1,477",16.4,4,2,4,0,0,0,1,0.24,0.12,0.37,0.24,0.37,Matches,2010-2011
137,Rory Delap,ie IRL,MF,Stoke City,34,1976,37,33,"2,955",32.8,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches,2010-2011
138,Nathan Delfouneso,eng ENG,"FW,MF",Aston Villa,19,1991,11,2,398,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,2010-2011
139,Fabian Delph,eng ENG,"DF,MF",Aston Villa,20,1989,7,4,413,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
140,Mousa Dembélé,be BEL,MF,Fulham,23,1987,24,22,"1,915",21.3,3,3,3,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches,2010-2011
141,Ishmel Demontagnac,eng ENG,MF,Blackpool,22,1988,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
142,Clint Dempsey,us USA,"FW,MF",Fulham,27,1983,37,35,"3,091",34.3,12,3,11,1,2,5,0,0.35,0.09,0.44,0.32,0.41,Matches,2010-2011
143,Denílson,br BRA,MF,Arsenal,22,1988,16,6,629,7.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
144,Edwin van der Sar,nl NED,GK,Manchester Utd,39,1970,33,33,"2,970",33.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,2010-2011
145,Rafael van der Vaart,nl NED,MF,Tottenham,27,1983,28,28,"2,222",24.7,13,8,9,4,4,4,0,0.53,0.32,0.85,0.36,0.69,Matches,2010-2011
